City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
477,Silver City,US,32.7701,-108.2803,32.68,70,0,0.0,clear sky
478,Powell,US,40.1578,-83.0752,30.79,78,100,13.8,overcast clouds
479,Macau,MO,22.2006,113.5461,81.86,78,20,6.91,few clouds
480,Petropavlovka,RU,50.6114,105.3196,32.52,66,7,3.6,clear sky
481,Youkounkoun,GN,12.5333,-13.1333,72.63,78,99,3.44,overcast clouds
482,Dobson,US,36.3957,-80.7226,38.17,57,75,5.75,broken clouds
483,Rosarito,MX,32.3333,-117.0333,58.66,34,0,4.65,clear sky
484,Muros,ES,42.7762,-9.0603,60.1,83,98,18.39,overcast clouds
485,Wageningen,NL,51.9667,5.6667,51.89,94,75,17.27,moderate rain
486,Hohr-Grenzhausen,DE,50.4333,7.6667,51.44,95,100,9.57,overcast clouds
487,San Jose,US,37.3394,-121.895,58.82,50,0,3.44,clear sky
488,Backi Petrovac,RS,45.3606,19.5917,45.93,90,79,6.76,broken clouds
489,Tete,MZ,-16.1564,33.5867,82.49,61,0,4.61,clear sky
490,Sumbe,AO,-11.2061,13.8437,75.88,75,100,3.91,overcast clouds
491,Koshurnikovo,RU,54.1667,93.3,22.91,70,100,11.18,overcast clouds
492,Oktyabrskiy,RU,54.4815,53.471,19.83,89,97,4.68,overcast clouds
493,Osmena,PH,10.5208,119.9258,84.27,76,94,11.88,overcast clouds
494,Hermitage,US,41.2334,-80.4487,33.04,80,100,13.8,overcast clouds
495,Saint-Louis,SN,16.3333,-15.0,80.96,37,77,3.96,broken clouds
496,Olga,RU,43.7444,135.2892,39.49,56,2,3.38,clear sky
497,Whitianga,NZ,-36.8333,175.7,64.18,90,100,6.51,overcast clouds
498,Marzuq,YE,14.4,46.4667,73.58,33,3,3.96,clear sky
499,Palana,RU,59.1167,159.9667,20.73,92,100,11.41,snow
500,Nyurba,RU,63.2842,118.3319,4.5,94,98,3.38,overcast clouds
501,Erzin,TR,36.9559,36.2,60.66,68,78,2.93,broken clouds
502,General Roca,AR,-39.0333,-67.5833,64.62,38,40,15.05,scattered clouds
503,Mae Sot,TH,16.7167,98.5667,93.15,55,40,5.75,scattered clouds
504,Terre-De-Bas,GP,15.8501,-61.6442,72.91,76,6,17.22,clear sky
505,Teknaf,BD,20.8624,92.3058,84.36,44,0,4.99,clear sky
506,Kaeo,NZ,-35.1,173.7833,68.32,84,100,7.02,moderate rain
507,Leshukonskoye,RU,64.8989,45.7622,3.02,98,54,4.05,broken clouds
508,Nizhniy Chir,RU,48.3597,43.0865,40.33,76,100,9.8,light rain
509,Sinjar,IQ,36.3209,41.8754,53.89,79,100,7.61,overcast clouds
510,San Lawrenz,MT,36.0553,14.204,63.86,84,91,11.59,overcast clouds
511,Poya,NC,-21.35,165.15,79.79,76,96,3.02,overcast clouds
512,Ocara,BR,-4.4908,-38.5967,73.51,82,27,2.93,scattered clouds
513,Katobu,ID,-4.9408,122.5276,87.15,64,100,5.5,overcast clouds
514,Awjilah,LY,29.1081,21.2869,60.91,40,0,11.5,clear sky
515,Koudougou,BF,12.25,-2.3667,68.52,16,33,8.99,scattered clouds
516,Ngawi,ID,-7.4038,111.4461,87.35,67,73,9.08,broken clouds
517,Shubarshi,KZ,48.5872,57.1869,28.18,66,100,14.63,overcast clouds
518,Cayenne,GF,4.9333,-52.3333,75.24,94,0,0.0,clear sky
519,Bakchar,RU,57.0186,82.0711,10.2,86,100,5.73,overcast clouds
520,Madang,PG,-5.2246,145.7966,85.44,69,100,7.9,overcast clouds
521,Mafinga,TZ,-7.25,35.0667,80.01,46,50,4.94,scattered clouds
522,Williamsburg,US,37.2707,-76.7075,44.73,86,100,14.97,overcast clouds
523,Quixada,BR,-4.9714,-39.0153,74.28,80,11,5.28,few clouds
524,Billings,US,45.7833,-108.5007,30.29,70,100,5.75,overcast clouds
525,Chaohu,CN,31.6,117.8667,58.73,81,100,4.52,overcast clouds
526,Melilla,ES,35.2937,-2.9383,68.38,83,75,6.91,light intensity drizzle
527,Sterling,US,39.0062,-77.4286,41.79,63,40,5.75,scattered clouds
528,Hammerfest,NO,70.6634,23.6821,36.05,64,0,3.44,clear sky
529,Hurghada,EG,27.2574,33.8129,69.46,54,100,17.63,overcast clouds
530,Alyangula,AU,-13.8483,136.4192,90.37,51,87,5.37,overcast clouds
531,Fandriana,MG,-20.2333,47.3833,73.2,64,48,0.72,light rain
532,Orcopampa,PE,-15.2661,-72.3417,50.61,53,96,1.01,overcast clouds
533,Qazvin,IR,36.2797,50.0049,49.62,76,75,9.22,broken clouds
534,Dali,CN,25.7,100.1833,64.31,27,0,7.4,clear sky
535,Springdale,US,36.1867,-94.1288,24.82,79,0,5.75,clear sky
536,Bandar-E Lengeh,IR,26.5579,54.8807,82.51,69,0,9.22,clear sky
537,Ixtapa,MX,20.7,-105.2,72.23,82,1,2.91,clear sky
538,Cairns,AU,-16.9167,145.7667,97.07,68,0,5.75,clear sky
539,Vitim,RU,59.4511,112.5578,31.98,93,100,12.1,light snow
540,Samoded,RU,63.6083,40.5111,22.08,95,68,4.45,broken clouds
541,Marawi,PH,7.9986,124.2928,73.15,83,100,3.04,light rain
542,Pedro Carbo,EC,-1.8333,-80.2333,70.07,81,89,4.16,overcast clouds
543,Hami,CN,42.8,93.45,45.19,32,100,8.48,overcast clouds
544,Igrim,RU,63.1906,64.4162,-4.99,86,11,5.44,few clouds
545,Kosh-Agach,RU,50.0,88.6667,19.44,33,32,7.07,scattered clouds
546,Nuuk,GL,64.1835,-51.7216,25.41,63,100,13.38,overcast clouds
547,Callaguip,PH,18.0714,120.4867,89.62,66,20,8.05,few clouds
548,Erdenet,MN,49.0333,104.0833,31.66,26,52,5.03,broken clouds
549,Rabo De Peixe,PT,37.8,-25.5833,60.31,97,40,9.22,scattered clouds
550,Saint-Francois,FR,46.4154,3.9054,54.84,62,75,9.22,broken clouds
551,Galich,RU,58.3797,42.3475,25.14,91,100,8.3,light snow
552,Dukat,RU,62.55,155.55,-26.34,96,30,3.09,scattered clouds
553,Pisco,PE,-13.7,-76.2167,60.85,88,0,3.44,clear sky
554,Port-Cartier,CA,50.0334,-66.8654,25.02,95,100,14.18,snow
555,Guerrero Negro,MX,27.9769,-114.0611,62.35,41,0,4.16,clear sky
556,Ust-Maya,RU,60.4167,134.5333,-26.09,98,39,2.77,scattered clouds
557,Kiama,AU,-34.6833,150.8667,66.25,60,37,1.01,scattered clouds
558,Kosamba,IN,21.4833,72.95,89.31,30,5,7.11,clear sky
559,Mitsamiouli,KM,-11.3847,43.2844,79.95,72,5,8.5,clear sky
560,Mago,RU,53.2514,140.1822,14.49,92,45,0.51,scattered clouds
561,Kobayashi,JP,31.9833,130.9833,62.1,54,96,3.49,overcast clouds
562,Salta,AR,-24.7859,-65.4117,66.79,62,0,5.75,clear sky
563,Drumheller,CA,51.4617,-112.7101,15.82,73,100,10.36,overcast clouds
564,Moron,AR,-34.6534,-58.6198,78.49,46,93,4.45,overcast clouds
565,Niamey,NE,13.5137,2.1098,68.29,26,0,11.5,clear sky
566,Vao,NC,-22.6667,167.4833,76.68,84,95,11.81,overcast clouds
567,Flin Flon,CA,54.7682,-101.865,13.73,90,100,14.45,light snow
568,Victoria Point,AU,-27.5833,153.3,75.15,46,31,4.0,scattered clouds
569,Tateyama,JP,34.9833,139.8667,64.09,59,99,7.45,overcast clouds
570,Catuday,PH,16.2923,119.8062,84.9,61,20,6.44,few clouds
571,High Prairie,CA,55.4334,-116.4858,3.42,97,7,4.34,clear sky
572,Kolchugino,RU,56.3,39.3833,23.95,89,100,5.46,overcast clouds
573,Korla,CN,41.7597,86.1469,44.01,42,100,7.92,overcast clouds
574,Monroe,US,43.1501,-77.6831,34.43,89,97,1.01,overcast clouds
575,Kailua,US,21.4022,-157.7394,76.98,65,40,6.91,scattered clouds
576,Baijiantan,CN,45.6333,85.1833,40.62,30,100,17.13,overcast clouds
577,Yongan,CN,39.6957,113.6871,51.46,32,5,3.06,clear sky
578,Blagoyevo,RU,63.3667,47.9167,7.11,95,21,4.0,few clouds
579,Kiunga,PG,-6.1219,141.2906,85.32,75,99,4.16,overcast clouds
580,Orica,HN,14.7,-86.95,64.38,97,55,3.47,broken clouds
581,Lincoln,US,40.8,-96.667,28.47,56,100,9.22,overcast clouds
582,Monselice,IT,45.2424,11.749,49.71,97,81,1.66,broken clouds
583,Ponta Delgada,PT,37.7333,-25.6667,61.52,67,40,9.22,scattered clouds
584,Tautira,PF,-17.7333,-149.15,77.9,79,76,5.61,broken clouds
585,Araouane,ML,18.9048,-3.5265,67.15,15,100,10.87,overcast clouds
586,Onguday,RU,50.75,86.15,23.07,60,97,3.6,overcast clouds
587,Almaznyy,RU,48.0448,40.045,38.44,96,100,9.35,light rain
588,Banjar,ID,-8.19,114.9675,86.34,76,74,2.82,broken clouds
589,Kendari,ID,-3.945,122.4989,90.54,57,100,1.34,overcast clouds
590,Sola,VU,-13.8833,167.55,82.54,71,22,6.11,few clouds
591,Jucas,BR,-6.5253,-39.5275,74.19,78,28,5.01,scattered clouds
592,Lagos,NG,6.5833,3.75,79.12,87,100,2.06,overcast clouds
593,Codrington,AU,-38.2667,141.9667,58.15,68,55,11.21,broken clouds
594,Wattegama,LK,6.7989,81.4808,84.83,50,82,7.43,broken clouds
595,Yar-Sale,RU,66.8333,70.8333,5.58,88,94,11.1,overcast clouds
596,Zambezi,ZM,-13.5432,23.1047,69.15,84,65,2.68,broken clouds
597,Ramsar,IR,36.9226,50.6426,58.44,82,75,2.3,broken clouds
598,Forbes,AU,-33.3833,148.0167,66.92,39,5,5.64,clear sky
599,Collie,AU,-33.3667,116.15,65.73,43,89,14.16,overcast clouds
600,Surt,LY,31.2089,16.5887,65.25,39,0,16.8,clear sky
601,Gravdal,NO,68.1214,13.5031,37.29,75,0,4.61,clear sky
602,Kastamonu,TR,41.5,33.6667,41.49,61,30,1.23,scattered clouds
603,Teguise,ES,29.0605,-13.564,64.62,77,0,9.22,clear sky
604,Juchipila,MX,21.4167,-103.1167,67.01,49,0,3.11,clear sky
605,Baruun-Urt,MN,46.6806,113.2792,39.16,25,0,7.61,clear sky
606,Bunia,CD,1.5667,30.25,67.71,79,100,2.35,overcast clouds
607,Rio Gallegos,AR,-51.6226,-69.2181,53.65,37,0,14.97,clear sky
608,Linguere,SN,15.3953,-15.1193,77.59,50,90,3.33,overcast clouds
609,Vila Franca Do Campo,PT,37.7167,-25.4333,61.21,77,82,11.03,broken clouds
610,Vila Velha,BR,-20.3297,-40.2925,71.55,98,75,0.0,broken clouds
611,Livingstone,ZM,-17.8419,25.8543,81.28,45,14,1.63,few clouds
612,Myski,RU,53.709,87.8014,25.79,79,100,15.21,light snow
613,Williamsport,US,41.2412,-77.0011,35.33,48,20,9.22,few clouds
614,Leh,IN,34.1667,77.5833,22.21,62,90,1.36,overcast clouds
615,Keita,NE,14.7551,5.7749,65.32,24,10,6.46,clear sky
616,Pathalgaon,IN,22.5667,83.4667,78.01,33,0,5.12,clear sky
617,Bua Yai,TH,15.5855,102.4259,89.11,88,34,6.58,scattered clouds
618,Bozoum,CF,6.3193,16.3799,71.11,55,84,2.1,broken clouds
619,Gushikawa,JP,26.3544,127.8686,78.39,65,75,12.66,broken clouds
620,Lasa,IT,46.6166,10.7002,41.88,68,77,2.46,broken clouds
621,Port Hawkesbury,CA,45.6169,-61.3485,57.9,100,100,8.99,mist
622,Olkhovka,RU,53.2115,60.6069,17.49,87,75,3.98,broken clouds
623,Walvis Bay,NA,-22.9575,14.5053,60.1,78,1,1.99,clear sky
624,Garden City,US,42.3256,-83.331,35.55,83,100,8.05,overcast clouds
625,Timaru,NZ,-44.4,171.25,60.08,92,100,3.0,overcast clouds
626,Pasinler,TR,39.9803,41.6764,34.79,68,95,3.87,overcast clouds
627,Pandan,PH,14.0453,124.1694,82.44,80,100,8.59,moderate rain
628,Staryy Nadym,RU,65.6118,72.6842,1.24,85,98,12.57,overcast clouds
629,Ancud,CL,-41.8697,-73.8203,56.23,93,72,6.53,broken clouds
630,Warrington,GB,53.3925,-2.5802,48.87,95,75,9.22,moderate rain
631,Dunedin,NZ,-45.8742,170.5036,55.8,99,98,5.26,overcast clouds
632,Provideniya,RU,64.3833,-173.3,33.46,99,100,7.94,snow
633,Port Augusta,AU,-32.5,137.7667,78.46,20,0,6.53,clear sky
634,Dhidhdhoo,MV,6.8833,73.1,81.9,73,36,7.65,scattered clouds
635,Vung Tau,VN,10.346,107.0843,84.2,72,87,15.32,overcast clouds
636,Abu Dhabi,AE,24.4667,54.3667,84.22,69,0,4.61,clear sky
637,Mountain Home,US,43.133,-115.6912,18.88,100,0,3.44,clear sky
638,Toktogul,KG,41.8708,72.9402,35.6,72,74,1.16,broken clouds
639,Iberia,US,29.9502,-91.7507,46.36,75,20,4.61,few clouds
640,Kangundo,KE,-1.2979,37.3471,61.14,93,100,2.89,light rain
641,Forssa,FI,60.8146,23.6215,30.67,93,37,4.29,scattered clouds
642,Batavia,US,41.85,-88.3126,32.49,89,100,18.41,mist
643,Guadalajara,MX,20.6667,-103.3333,62.98,87,0,1.7,clear sky
644,Kashi,CN,39.4547,75.9797,54.61,19,0,15.66,clear sky
645,Pangnirtung,CA,66.1451,-65.7125,-3.17,84,71,3.49,broken clouds
646,Olafsvik,IS,64.8945,-23.7142,44.13,77,83,22.62,broken clouds
647,Mehamn,NO,71.0357,27.8492,44.55,76,75,20.71,broken clouds
648,Peleduy,RU,59.6289,112.7406,31.98,95,100,12.06,light snow
649,Lamballe,FR,48.4676,-2.5144,50.11,91,79,14.18,broken clouds
650,Ambilobe,MG,-13.2,49.05,84.99,57,98,1.81,light rain
651,Antalaha,MG,-14.9003,50.2788,76.59,80,19,3.51,light rain
652,Pervomayskiy,RU,53.2485,40.2871,23.85,94,100,9.06,overcast clouds
653,Launceston,AU,-41.45,147.1667,64.04,51,40,5.75,scattered clouds
654,Singaraja,ID,-8.112,115.0882,85.12,76,72,3.6,broken clouds
655,Keokuk,US,40.3973,-91.3849,27.12,80,100,9.22,overcast clouds
656,Piltene,LV,57.2243,21.6744,31.95,100,100,3.44,overcast clouds
657,San Jeronimo,PE,-11.9472,-75.2829,49.26,80,93,2.37,overcast clouds
658,Ilulissat,GL,69.2167,-51.1,17.62,93,100,5.75,light snow
659,Ketchikan,US,55.3422,-131.6461,41.14,86,4,6.02,clear sky
660,Mindelo,CV,16.8901,-24.9804,72.95,88,20,14.97,few clouds
661,Coria,ES,39.9879,-6.5377,60.46,93,100,14.03,overcast clouds
662,Abalak,RU,58.1286,68.5944,-0.56,77,22,3.06,few clouds
663,Tuy Hoa,VN,13.0833,109.3,81.43,83,80,9.71,broken clouds
664,Touros,BR,-5.1989,-35.4608,76.91,74,8,10.36,clear sky
665,Kafyr-Kumukh,RU,42.8375,47.1541,49.28,42,99,4.72,overcast clouds
666,Huarmey,PE,-10.0681,-78.1522,63.95,89,99,8.34,overcast clouds
667,Eskil,TR,38.4017,33.4131,46.67,64,5,8.41,clear sky
668,Keti Bandar,PK,24.1447,67.4497,83.57,48,0,5.48,clear sky
669,Da Lat,VN,11.9465,108.4419,72.73,71,58,4.79,broken clouds
670,Verkhnyaya Toyma,RU,62.2349,44.9985,14.74,86,12,5.03,few clouds
671,Sawtell,AU,-30.3833,153.1,68.02,52,40,14.97,scattered clouds
672,Lahaina,US,20.8783,-156.6825,77.81,87,95,6.26,overcast clouds
673,Nalut,LY,30.3333,10.85,58.98,31,56,9.06,broken clouds
674,Roald,NO,62.5833,6.1333,50.14,34,0,18.41,clear sky
675,Tonantins,BR,-2.8731,-67.8022,72.28,99,97,2.53,overcast clouds
676,Dortyol,TR,36.8616,36.2289,61.63,69,87,4.81,overcast clouds
677,Whitehorse,CA,60.7161,-135.0538,18.37,93,100,11.5,overcast clouds
678,Semnan,IR,35.5729,53.3971,55.29,35,54,4.9,broken clouds
679,Nosy Varika,MG,-20.5833,48.5333,79.18,72,52,9.93,broken clouds
680,Kampong Cham,KH,11.9934,105.4635,88.29,64,70,2.28,broken clouds
681,Eucaliptus,BO,-17.5833,-67.5167,43.75,83,5,5.79,clear sky
682,Balkanabat,TM,39.5108,54.3671,62.53,33,94,1.7,overcast clouds
683,Minab,IR,27.1467,57.0801,82.04,52,3,2.89,clear sky
684,Dahod,IN,22.8333,74.2667,82.67,21,0,7.7,clear sky
685,Westport,US,41.1415,-73.3579,40.91,72,0,10.36,clear sky
686,Inhambane,MZ,-23.865,35.3833,81.7,51,1,1.03,clear sky
687,Mujiayingzi,CN,42.1167,118.7833,43.47,57,2,5.46,clear sky
688,Sines,PT,37.9562,-8.8698,63.28,90,54,3.0,broken clouds
689,Ballitoville,ZA,-29.539,31.2144,71.74,73,100,6.91,overcast clouds
690,Puerto Baquerizo Moreno,EC,-0.9,-89.6,70.84,74,97,10.76,overcast clouds
691,Veraval,IN,20.9,70.3667,86.14,38,33,8.7,scattered clouds
692,Hellvik,NO,59.9156,5.781,44.78,47,0,1.01,clear sky
693,Vigrestad,NO,58.5667,5.7,44.28,75,88,33.15,overcast clouds
694,Hamada,JP,34.8833,132.0833,61.52,55,100,4.21,overcast clouds
695,Palmer,US,42.1584,-72.3287,38.01,84,75,4.61,broken clouds
696,Brae,GB,60.3964,-1.353,47.43,75,100,37.85,overcast clouds
697,Bakel,SN,14.905,-12.4568,77.85,23,97,8.03,overcast clouds
698,Matagami,CA,49.7502,-77.6328,15.91,92,100,8.05,light snow
699,Half Moon Bay,US,37.4636,-122.4286,58.98,51,0,8.05,clear sky
700,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,71.82,100,100,1.63,overcast clouds
701,Ambunti,PG,-4.2365,142.8448,93.15,47,97,3.4,overcast clouds
702,Ucluelet,CA,48.9329,-125.5528,45.68,66,29,2.98,scattered clouds
703,Lubango,AO,-14.9172,13.4925,64.26,68,75,5.75,broken clouds
704,Hovd,MN,48.0056,91.6419,37.15,21,73,15.26,broken clouds
705,Noumea,NC,-22.2763,166.4572,80.58,78,100,4.47,overcast clouds
706,Puerto Madryn,AR,-42.7692,-65.0385,58.69,64,61,17.83,broken clouds
707,Cocobeach,GA,1.0002,9.5823,75.96,89,100,4.97,light rain
708,Boa Vista,BR,2.8197,-60.6733,76.98,83,0,3.44,clear sky
709,Havre-Saint-Pierre,CA,50.2334,-63.5986,26.6,93,100,14.97,light snow
710,Kommunar,RU,59.6206,30.39,33.44,97,100,9.57,light snow
711,Huilong,CN,31.8111,121.655,57.92,83,100,18.45,overcast clouds
712,Pingliang,CN,35.5392,106.6861,49.37,59,100,13.89,overcast clouds
713,Tromso,NO,69.6496,18.957,30.38,93,0,2.3,clear sky
714,Bayan,CN,46.0833,127.4,38.39,61,48,9.62,scattered clouds
715,Shimoda,JP,34.6667,138.95,61.16,54,84,5.93,broken clouds
716,Puerto Colombia,CO,10.9878,-74.9547,80.69,86,100,6.49,overcast clouds
